,pct_1st_serve,matches_1st_serve,standing_player2,standing_player_1st_serve,pct_1st_serve_pw,points_won_1st_serve_pw,total_points_1st_serve_pw,matches_1st_serve_pw,standing_player_1st_serve_pw,pct_1st_serve_rpw,points_won_1st_serve_rpw,total_points_1st_serve_rpw,matches_1st_serve_rpw,standing_player_1st_serve_rpw,pct_2nd_serve_pw,points_won_2nd_serve_pw,total_points_2nd_serve_pw,matches_2nd_serve_pw,standing_player_2nd_serve_pw,pct_2nd_serve_rpw,points_won_2nd_serve_rpw,total_points_2nd_serve_rpw,matches_2nd_serve_rpw,standing_player_2nd_serve_rpw,number_aces,matches_aces,standing_player_aces,pct_break_points_converted,points_won_break_points_converted,total_points_break_points_converted,matches_break_points_converted,standing_player_break_points_converted,pct_break_point_won,points_won_break_point_won,total_points_break_point_won,matches_break_point_won,standing_player_break_point_won,return_standing_player_return,return_rating_return,pct_1st_serve_return_points_won_return,pct_2nd_serve_return_points_won_return,pct_return_games_won_return,pct_break_points_converted_return,pct_return_games_won,games_won_return_games_won,total_games_return_games_won,matches_return_games_won,standing_player_return_games_won,serve_standing_player_serve,serve_rating_serve,pct_1st_serve_serve,pct_1st_serve_points_won_serve,pct_2nd_serve_points_won_serve,pct_service_games_won_serve,avg_aces_match_serve,avg_double_faultsmatch_serve,pct_services_games_won,games_won_services_games_won,total_games_services_games_won,matches_services_games_won,standing_player_services_games_won,under_pressure_standing_player_underpressure,under_pressure_rating_underpressure,pct_break_points_converted_underpressure,pct_break_points_saved_underpressure,pct_tie_breaks_won_underpressure,pct_deciding_sets_won_underpressure
112,,,Radu Albot,,,,,,,,,,,,,,,,,,,,,,34.0,19.0,113.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,,,Daniel Altmaier,,,,,,,,,,,,,,,,,,,,,,34.0,6.0,114.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,,,Federico Coria,,,,,,,,,,,,,,,,,,,,,,34.0,15.0,115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,,,Philipp Kohlschreiber,,,,,,,,,,,,,,,,,,,,,,34.0,8.0,116.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,,,Henri Laaksonen,,,,,,,,,,,,,,,,,,,,,,34.0,6.0,117.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,,,Brandon Nakashima,,,,,,,,,,,,,,,,,,,,,,34.0,5.0,118.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,,,Sebastian Korda,,,,,,,,,,,,,,,,,,,,,,33.0,6.0,119.0,,,,,,,,,,,19.0,146.9,0.313,0.488,0.258,0.41,,,,,,24.0,264.7,0.705,0.644,0.528,0.74,5.5,2.5,,,,,,47.0,96.4,0.41,0.554,0.0,0.0
119,,,Andy Murray,,,,,,,,,,,,,,,,,,,,,,33.0,7.0,120.0,,,,,,,,,,,46.0,114.6,0.248,0.435,0.12,0.343,,,,,,44.0,244.8,0.523,0.686,0.505,0.727,4.7,4.0,,,,,,1.0,290.8,0.343,0.565,1.0,1.0
120,,,Jurij Rodionov,,,,,,,,,,,,,,,,,,,,,,33.0,4.0,121.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,,,Cedrik-Marcel Stebe,,,,,,,,,,,,,,,,,,,,,,32.0,5.0,122.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,,,Prajnesh Gunneswaran,,,,,,,,,,,,,,,,,,,,,,30.0,4.0,123.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,,,Jason Jung,,,,,,,,,,,,,,,,,,,,,,29.0,9.0,124.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,,,Aslan Karatsev,,,,,,,,,,,,,,,,,,,,,,29.0,5.0,125.0,,,,,,,,,,,20.0,146.2,0.293,0.491,0.197,0.481,,,,,,34.0,259.3,0.548,0.743,0.479,0.813,5.8,4.8,,,,,,31.0,196.1,0.481,0.647,0.5,0.333
125,,,Roberto Carballes Baena,,,,,,,,,,,,,,,,,,,,,,27.0,14.0,126.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,,,Federico Gaio,,,,,,,,,,,,,,,,,,,,,,27.0,3.0,127.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,,,Daniel Elahi Galan,,,,,,,,,,,,,,,,,,,,,,27.0,5.0,128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,,,Pedro Sousa,,,,,,,,,,,,,,,,,,,,,,27.0,6.0,129.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,,,Jozef Kovalik,,,,,,,,,,,,,,,,,,,,,,26.0,6.0,130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,,,Andrej Martin,,,,,,,,,,,,,,,,,,,,,,26.0,12.0,131.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,,,Nicolas Jarry,,,,,,,,,,,,,,,,,,,,,,25.0,3.0,132.0,,,,,,,,,,,47.0,110.0,0.198,0.521,0.114,0.267,,,,,,41.0,252.0,0.662,0.647,0.462,0.686,8.3,2.0,,,,,,44.0,132.7,0.267,0.56,0.5,0.0
132,,,Danilo Petrovic,,,,,,,,,,,,,,,,,,,,,,25.0,4.0,133.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,,,Viktor Troicki,,,,,,,,,,,,,,,,,,,,,,25.0,3.0,134.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,,,Facundo Bagnis,,,,,,,,,,,,,,,,,,,,,,24.0,5.0,135.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,,,Attila Balazs,,,,,,,,,,,,,,,,,,,,,,24.0,10.0,136.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,,,Yuichi Sugita,,,,,,,,,,,,,,,,,,,,,,24.0,9.0,137.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,,,Yannick Hanfmann,,,,,,,,,,,,,,,,,,,,,,23.0,10.0,138.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,,,Andrey Kuznetsov,,,,,,,,,,,,,,,,,,,,,,23.0,2.0,139.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,,,Christopher O'Connell,,,,,,,,,,,,,,,,,,,,,,23.0,3.0,140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,,,Christopher Eubanks,,,,,,,,,,,,,,,,,,,,,,22.0,1.0,141.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,,,Kamil Majchrzak,,,,,,,,,,,,,,,,,,,,,,21.0,4.0,142.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,,,Jaume Munar,,,,,,,,,,,,,,,,,,,,,,21.0,11.0,143.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,,,Alejandro Tabilo,,,,,,,,,,,,,,,,,,,,,,21.0,4.0,144.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,,,Damir Dzumhur,,,,,,,,,,,,,,,,,,,,,,20.0,8.0,145.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,,,Denis Kudla,,,,,,,,,,,,,,,,,,,,,,19.0,1.0,146.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,,,Lorenzo Musetti,,,,,,,,,,,,,,,,,,,,,,19.0,8.0,147.0,,,,,,,,,,,6.0,166.8,0.335,0.537,0.307,0.489,,,,,,36.0,257.1,0.641,0.68,0.466,0.776,2.4,1.6,,,,,,22.0,211.9,0.489,0.63,1.0,0.0
147,,,Benjamin Bonzi,,,,,,,,,,,,,,,,,,,,,,18.0,4.0,148.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,,,Ryan Harrison,,,,,,,,,,,,,,,,,,,,,,17.0,2.0,149.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,,,Mitchell Krueger,,,,,,,,,,,,,,,,,,,,,,17.0,2.0,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,,,Ramkumar Ramanathan,,,,,,,,,,,,,,,,,,,,,,17.0,1.0,151.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,,,Mohamed Safwat,,,,,,,,,,,,,,,,,,,,,,17.0,3.0,152.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,,,Pablo Andujar,,,,,,,,,,,,,,,,,,,,,,16.0,16.0,153.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,,,Zizou Bergs,,,,,,,,,,,,,,,,,,,,,,15.0,2.0,154.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,,,Evgeny Donskoy,,,,,,,,,,,,,,,,,,,,,,15.0,5.0,155.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,,,Tatsuma Ito,,,,,,,,,,,,,,,,,,,,,,15.0,2.0,156.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,,,Go Soeda,,,,,,,,,,,,,,,,,,,,,,15.0,5.0,157.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,,,Dimitar Kuzmanov,,,,,,,,,,,,,,,,,,,,,,14.0,4.0,158.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,,,Paolo Lorenzi,,,,,,,,,,,,,,,,,,,,,,14.0,5.0,159.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,,,Nikola Milojevic,,,,,,,,,,,,,,,,,,,,,,14.0,4.0,160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,,,Kacper Zuk,,,,,,,,,,,,,,,,,,,,,,14.0,2.0,161.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,,,Ulises Blanch,,,,,,,,,,,,,,,,,,,,,,13.0,1.0,162.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,,,Steve Darcis,,,,,,,,,,,,,,,,,,,,,,13.0,3.0,163.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,,,Hugo Gaston,,,,,,,,,,,,,,,,,,,,,,13.0,6.0,164.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,,,Oscar Otte,,,,,,,,,,,,,,,,,,,,,,13.0,4.0,165.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,,,Jo-Wilfried Tsonga,,,,,,,,,,,,,,,,,,,,,,13.0,2.0,166.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,,,Hugo Dellien,,,,,,,,,,,,,,,,,,,,,,12.0,9.0,167.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,,,Robin Haase,,,,,,,,,,,,,,,,,,,,,,12.0,1.0,168.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,,,Cem Ilkel,,,,,,,,,,,,,,,,,,,,,,12.0,2.0,169.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,,,Sebastian Ofner,,,,,,,,,,,,,,,,,,,,,,12.0,2.0,170.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,,,Arthur Rinderknech,,,,,,,,,,,,,,,,,,,,,,12.0,1.0,171.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,,,Thai-Son Kwiatkowski,,,,,,,,,,,,,,,,,,,,,,11.0,1.0,172.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,,,Roberto Marcora,,,,,,,,,,,,,,,,,,,,,,11.0,3.0,173.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,,,Tomas Barrios Vera,,,,,,,,,,,,,,,,,,,,,,10.0,2.0,174.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,,,Elliot Benchetrit,,,,,,,,,,,,,,,,,,,,,,10.0,2.0,175.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,,,Bradley Klahn,,,,,,,,,,,,,,,,,,,,,,10.0,1.0,176.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,,,Martin Klizan,,,,,,,,,,,,,,,,,,,,,,10.0,2.0,177.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,,,Aleksandre Metreveli,,,,,,,,,,,,,,,,,,,,,,10.0,3.0,178.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,,,Nino Serdarusic,,,,,,,,,,,,,,,,,,,,,,10.0,1.0,179.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,,,Pedro Cachin,,,,,,,,,,,,,,,,,,,,,,9.0,2.0,180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,,,Enzo Couacaud,,,,,,,,,,,,,,,,,,,,,,9.0,1.0,181.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,,,Jonas Forejtek,,,,,,,,,,,,,,,,,,,,,,9.0,2.0,182.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,,,Lorenzo Giustino,,,,,,,,,,,,,,,,,,,,,,9.0,3.0,183.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,,,Emilio Gomez,,,,,,,,,,,,,,,,,,,,,,9.0,3.0,184.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,,,Carlos Taberner,,,,,,,,,,,,,,,,,,,,,,9.0,3.0,185.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,,,Viktor Durasovic,,,,,,,,,,,,,,,,,,,,,,8.0,3.0,186.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,,,Filip Horansky,,,,,,,,,,,,,,,,,,,,,,8.0,3.0,187.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,,,Stephane Robert,,,,,,,,,,,,,,,,,,,,,,8.0,1.0,188.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,,,John-Patrick Smith,,,,,,,,,,,,,,,,,,,,,,8.0,1.0,189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,,,Bernard Tomic,,,,,,,,,,,,,,,,,,,,,,8.0,1.0,190.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,,,Aleksandar Vukic,,,,,,,,,,,,,,,,,,,,,,8.0,1.0,191.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,,,Tallon Griekspoor,,,,,,,,,,,,,,,,,,,,,,7.0,2.0,192.0,,,,,,,,,,,48.0,51.0,0.055,0.455,0.0,0.0,,,,,,47.0,232.4,0.647,0.689,0.347,0.636,3.5,3.0,,,,,,48.0,52.9,0.0,0.529,0.0,0.0
192,,,Maximilian Marterer,,,,,,,,,,,,,,,,,,,,,,7.0,3.0,193.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,,,Harold Mayot,,,,,,,,,,,,,,,,,,,,,,7.0,2.0,194.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,,,Sumit Nagal,,,,,,,,,,,,,,,,,,,,,,7.0,5.0,195.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,,,Kei Nishikori,,,,,,,,,,,,,,,,,,,,,,7.0,6.0,196.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,,,Renzo Olivo,,,,,,,,,,,,,,,,,,,,,,7.0,4.0,197.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,,,Noah Rubin,,,,,,,,,,,,,,,,,,,,,,7.0,2.0,198.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,,,Carlos Alcaraz,,,,,,,,,,,,,,,,,,,,,,6.0,2.0,199.0,,,,,,,,,,,33.0,138.5,0.387,0.506,0.25,0.242,,,,,,46.0,241.4,0.65,0.664,0.427,0.688,3.0,4.5,,,,,,9.0,232.5,0.242,0.583,1.0,0.5
199,,,Yen-Hsun Lu,,,,,,,,,,,,,,,,,,,,,,6.0,2.0,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,,,Francisco Cerundolo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,196.4,0.373,0.483,0.308,0.8,,,,,,48.0,221.1,0.593,0.537,0.486,0.615,0.0,2.0,,,,,,43.0,134.5,0.8,0.545,0.0,0.0
